base_rot, wings_rot
-4.633572219300322104e+01,7.964682949157148073e+01
1.614127102962328308e+01,5.965242006385993534e+01
4.288886863637216607e+00,4.162806223747670487e+01
2.814135958711665353e+01,1.027756469912029473e+02
5.485857966956848486e+01,3.687110745103196052e+01
4.345879980625852568e+00,6.855857512179534297e+01
-1.968993298587350438e+01,8.946478577379923536e+01
-3.620495553840765979e+01,5.152241934505006071e+01
-2.587842742646211747e+01,1.098227987806872363e+02
3.936748508107613986e+01,5.282900322531951787e+01
-3.867618247342875293e+01,5.170017023353722152e+01
-5.889357844629481775e+01,5.838905353654696739e+01
2.523820467687282587e+01,3.866263828274136216e+01
5.718419873629042627e+01,6.386501842497725789e+01
3.412374983627353231e+01,1.197769355939086751e+02
-1.351742003620999810e+01,7.131563689118376459e+00
1.882818081565737600e+00,8.410685588008654179e+01
5.991439588175082065e+01,8.873015324521800196e+00
5.306544738643576409e+01,2.757229198534091807e+01
4.010071102957637379e+01,1.137215132394574653e+02
9.802496440611676576e+00,8.497136629687406639e+01
-5.620136675115630709e+01,2.956511186646621070e+01
-1.948587170480325170e+01,5.696257337129030418e+01
4.909327749059845303e+01,6.922234211538467186e+00
-4.034147492697269399e+01,3.943828206113055757e+01
3.966235994875465565e+01,5.608810703487968397e+01
1.434030738762352541e+01,4.952193437018070910e+01
-8.371060552935418286e+00,5.752462136292882633e+01
1.919707115291564037e+01,6.581866272981065435e+01
1.162234868567284707e+01,9.962343112877772455e+01
-4.616370233186216154e+01,7.859781289088816436e+01
-1.644222626175483981e+01,7.748069682282645942e+01
-1.329008107899115032e+01,1.142554591256414511e+02
-4.969653463611842881e+01,1.209731483564597454e+01
5.699128066606357379e+01,3.559393568265303998e+01
5.870651329529009388e+01,6.477872092428596318e+01
2.349767666594442517e+01,2.066441285447901777e+01
-5.569561416688169686e+01,6.277963851444914667e+01
-4.769798180080108807e+00,9.526276803488347156e+00
-2.657573421896557164e+01,1.144174347555493085e+02
5.273914094815690135e+01,9.580170219674559462e+01
-7.733595128577320565e+00,5.301489575106983487e+00
-4.746927350880015695e+01,1.122598347811473189e+02
-4.335112753281471498e+01,9.961010259661267696e+01
-3.208281308442280277e+01,3.588115962796032932e+01
-3.861442224558902581e+01,5.369909988168658543e+01
-3.793863590508684780e+01,1.503023059563245312e+01
2.900774242849220741e+01,1.008953225036060957e+02
-2.161386991981330397e+01,9.030068915554906539e+01
-2.209863461496923520e+01,4.125591777084434142e+00
1.579869227225943007e+01,9.887034378156772618e+01
-3.586507236991636205e-01,6.182829239232756180e+01
1.976365597616840830e+01,3.915403456184316155e+01
-7.204558094820413316e+00,2.285976542972787406e+00
-5.742351035724824726e+01,2.171175481469324353e+01
-1.431191785368400815e+01,2.299943371769806788e+01
-2.597916061456538017e+01,8.154943177960643652e+01
5.433306214239146925e+01,9.813257686236224231e+01
5.710119682266412156e+01,9.231105584095124073e+01
4.284098873570606258e+01,1.263787980691901325e+01
-4.807259803491108130e+01,3.618914397634386404e+01
1.924679670543183363e+01,1.067357072946936967e+02
2.276730919935533848e+01,3.895370723029950000e+01
3.140594007280049027e+01,8.846630773095463951e+01
1.822964361669455968e+01,9.055070963250184946e+01
2.393748099180254485e+01,7.822910391182563217e+01
-5.552321906266072205e+01,9.871855487012436470e+01
-2.610918877455846143e+01,3.853683356438114060e+01
-3.894451888891635605e+01,7.877059390083034884e+01
2.416026934720480313e+01,8.116867426625690030e+01
3.441116661909191521e+01,1.273234237153173609e+01
4.489828102259392040e+01,2.830820954137635681e+01
3.529556436002917508e+01,4.912651606796168124e+01
3.712239414269272686e+01,6.944904245422578981e+01
-5.113526321339379876e+01,1.306286281874270649e+01
-3.379546126577909604e+01,1.085586753061114251e+02
3.615995137853202834e+01,2.820275610549403922e+01
-4.877248765103012573e+01,7.612930361983474370e+01
-5.519911036802192683e+01,7.625232120106421974e+01
-2.145536090616293023e+01,4.021997558236305537e+01
1.061416096827622368e+01,1.122555492750988648e+01
2.125517983876768824e+01,7.065563534588336836e+01
4.534712170891553740e+01,7.951197342816190883e+01
-4.163248470252084132e+01,5.136572290495865190e+01
-2.011182025251352457e+01,1.033999793880673366e+02
3.962180805813565598e+01,5.831469414658118922e+01
-5.587075982731660417e+01,9.354700661935069661e+01
2.676958434896904748e+01,6.270817320467649125e+01
1.611502333792323327e+00,5.391745046878214964e+01
-3.387332839236790960e+01,1.171626864242977746e+02
9.209306719925862694e-01,1.019299481822551456e+02
3.755621556250571302e+01,2.325127482405310531e+01
3.697234931504324607e+01,9.575351042837846194e+01
-5.339268267863031525e+01,3.214177023630644214e+01
-2.356098341078407543e+00,6.672485459351860015e+01
-1.610024553821197202e+01,1.765507725700694586e+00
-4.238945702218973111e+01,2.337724402374241706e+01
-2.560498759315680672e+01,4.143367509409705463e+01
4.013928873937852870e+01,9.678868984290755861e+01
-3.292727397167389825e+00,9.610317580661158843e+01
3.829762486273101274e+01,2.527354741718392361e+01
3.599789564491972271e+01,1.035454048582194133e+02
4.592424539286841423e+01,3.871967503302693459e+00
5.544435494652614693e+01,6.285439404238745453e+01
5.224509909271546348e+00,2.107916947591758117e+01
7.478899982332762875e+00,1.165012784807274642e+02
3.206882754483518738e+01,2.136637089805659429e+01
3.899306823673313716e+01,5.016622257220035408e+01
-4.555221155772599673e-01,1.072777310443317305e+02
-5.923485637724773056e+01,4.345418298946186297e+01
-4.104843950447506273e+01,9.940250043188061113e+01
-2.140587823379709675e+01,9.393727542323014745e+01
-1.553941675571584824e+01,4.024418954673569715e+01
2.370815949391736410e+01,7.797014007520111534e+01
-2.021699076814334006e+01,4.197260989432005829e+01
1.840892172926459125e+01,7.492054194759866448e+01
3.937030810950307114e+01,1.087929582998743712e+02
3.561420185675041239e+01,7.119038953128401204e+01
-1.075773499605531924e+00,4.601937925197922397e+01
-1.896806255615274495e+00,1.107922303897881875e+02
-2.802791773108059203e+01,1.090958270629547542e+02
-4.353936232120561556e+01,1.005929937067629538e+02
3.832885201567879108e+01,5.857825881414566993e+01
1.854399263002832754e+01,1.758221365811787251e+01
1.455155438701427784e+01,8.031172120976015094e+01
5.279826330019713510e+01,6.053370811045997613e+01
-4.888545265787959693e+01,1.164670314835317271e+02
-3.326334168649438539e+00,8.456363731596407263e+01
3.558412993242895084e+01,3.113388595642569001e+01
-5.562153011466749319e+01,1.108931552518826464e+02
4.343239935109262717e+01,2.673348887252640083e+00
-9.534990531155358440e-01,9.811753852294884837e+01
-4.719221681374675370e+01,7.727140166410444522e+01
-5.730521944865119366e+01,2.297258400349865326e+01
1.825256693017486498e+00,8.310380637043802210e+01
3.932838433011134782e+00,5.935154165637116819e+01
-9.973919499585363724e+00,1.113329659751494063e+02
1.440583687844186045e+01,3.037476197241693399e+01
4.639474799856917286e+01,1.008885230316111148e+02
3.985828400277587491e+01,4.757633305164748094e+01
3.926164419676577211e+01,6.306902075381744055e+01
4.256936728113331014e+01,4.307750235056203536e+01
2.897259394128082022e+01,6.155240771757414109e+01
-4.147141413924754261e+01,1.105041170194162845e+02
-1.072091314925919647e+01,6.209759291122723823e+01
5.605611773572844925e+01,2.455604359110020951e+01
-8.582960670715081619e+00,3.990311484856781021e+01
-1.947582740473930585e+01,4.348589789333833266e+01
5.358326241847160532e+01,1.952848224390584164e+01
-2.456558906708912815e+01,7.448819619285153237e+01
-2.213995246624932633e+00,7.836503183119845062e+01
2.350597975894365277e+01,2.226636948786991255e+01
-4.295842500133537811e+01,1.618801530715341386e+01
-2.735528309424820748e+01,7.775153499634362220e+01
2.192683089719086809e+01,2.644005324512899158e+00
3.878687132062010789e+01,1.125876782116153834e+02
5.356745766730976754e+01,5.968487285109473106e+01
2.871220513733592838e+01,1.048910358681950683e+01
2.887341472797538700e+01,8.421347828936848146e+01
-4.769328559960379721e+01,9.518803045550701114e+00
-8.335233294881128074e+00,9.473289577225997959e+01
-3.650130196589316256e-01,9.286813461780279511e+01
4.038457962669066603e+01,7.158034238866065380e+01
2.628201388971115193e+01,1.013214945747096465e+02
2.012310041578066944e+01,9.556996762988575256e+00
-3.280595893906915705e+01,1.628442245710449043e+01
2.448256956273324647e+01,5.314797734206955937e+01
-3.764932306747183333e+01,1.182257107163788703e+02
4.000428915304247823e+01,2.396234711949075091e+01
-2.794769921428655834e+01,7.369324345015257904e+01
5.086645659387386331e+00,2.766415295143223041e+00
-3.136965825251051498e+01,1.002659475604008463e+02
-5.128540084823911371e+01,3.012099549716170444e+01
5.051341506087699429e+01,9.847582437716430093e+01
4.989122166119294377e+01,8.681723365532693037e+01
2.832814038122923250e+01,2.646486750297264479e+01
4.605050173786708001e+00,5.656383796543912013e+01
3.279470483178893403e+01,1.141097220083252495e+02
2.603238201806102836e+01,6.312666471559035841e+01
-3.484436893676635094e+01,4.318615419318896187e+01
2.752525269296390320e+01,8.226836905448787718e+01
5.376262111856901527e+01,6.070648117200320115e+01
-2.440824026681483616e+01,8.610857472071843688e+01
2.870274681308295328e+01,9.192989828106746586e+00
3.658925937978969500e+01,4.210275435656914311e+01
-2.399516743863369328e+01,1.027871497879061877e+02
-5.512485702257741593e+00,2.655754415744066677e+01
3.471989695057010294e+01,4.038372436100502938e+01
-3.925402422669773728e+01,1.319186304503917384e+01
-1.369651201248770889e+01,8.963898451523861866e+01
-2.785470198654542173e+01,6.608321056102055024e+01
-2.121932856548456670e+01,8.808030711379586819e+01
1.322236809057960727e+01,4.899500640720999911e+01
2.180402291187775177e+00,4.115589185809150052e+01
-4.712925912775931181e+01,6.926694802890085612e+01
-5.342804416129734335e+01,7.642845991890226287e+01
2.725381524961889568e+01,1.051788816610489619e+02
1.385584947897761765e+00,2.407260104158245184e+01
1.895475145143782925e+01,4.864848607060626762e+01
8.764279997757128626e+00,1.063270113796613856e+02
5.701224135503522916e+00,9.373008476103493081e+01
3.873425194555434814e+01,4.187234973405035987e+01
-4.197985423343787659e+00,3.805195985485519827e+01
5.691058512539714798e+01,3.107362395938403665e+01
2.851253367609150757e+01,5.561757457215746570e+01
-3.458766580505064780e+01,1.005598963982592551e+02
3.054552879749098793e+01,1.025522713077185273e+02
5.034697749344435636e+01,7.816808522978280394e+01
9.975927434709376485e+00,6.200122570648642295e+01
2.805571908355264554e+01,2.898831478228211012e+01
-4.746145377105437291e+01,2.433230865738361004e+01
1.278416558300467898e+01,8.350075283506964752e+01
9.817387697238459054e+00,6.645585981131119979e+01
-4.213925048235773829e+01,6.000414177816541894e+01
-8.511816040810259665e+00,9.748043554735292560e+01
4.887896643842420019e+01,2.999213149171864856e+01
-3.929927253253731578e+01,2.650878468789812459e+01
-5.118414541083282643e-01,1.303575347465209333e+01
3.307376981916348768e+00,3.948949937733252824e+01
4.641128616195778989e+01,6.586854576153901064e+01
2.118297965623034429e+01,1.072474921500958658e+02
-5.628873817518893929e+00,5.364107160719641598e+01
6.538650807597605308e+00,2.046156376940092869e+01
1.076094820373366190e+01,1.153564906453576810e+02
6.666273422545444305e+00,7.619617175687785959e+01
5.026262019445670148e+01,9.269445323863756414e+01
5.667223406809625885e+00,4.570678854539868752e+01
-2.120156384097185054e+01,1.280041246801646437e+01
5.564839552652810539e+01,1.188111048666220029e+02
8.165394722791305071e+00,6.430759549234221595e+01
3.701060859921020096e+01,7.898180612005094758e+01
2.327178413656626788e+01,6.919607916192708785e+01
-4.959615894022365978e+01,5.343811240337351620e+01
4.029310287822103476e+01,7.012108062588174562e+01
4.783517904851464664e+01,3.242113443379475513e+01
4.478121332737187288e+01,9.769024999453006330e+01
6.217180198524800971e+00,9.361035501488467503e+01
5.456312867995805505e+01,7.930909103327067555e+01
4.958501178887608773e+01,1.083883233901677983e+02
-4.158659424565996687e+01,4.143033716514464970e+01
-5.295086689683878234e+01,1.932575712793642353e+01
3.893392697571397321e+01,1.142186794308370992e+02
-2.246563613163094431e+01,9.224763170389906008e+01
2.250261452655135486e+01,1.338269414915485456e+01
3.747176643573111221e+01,6.155019611421025871e+01
4.356728906170471305e+01,1.221677812440095323e+01
-3.798276989278475213e+01,2.796288992852628041e+01
-1.142939537772959824e+01,1.164567016284754715e+02
-7.853631008311701578e+00,6.863218430867063091e+01
2.895804339424964269e+01,2.972047703662190088e+01
-4.700352144394810239e+01,5.048246449927820834e+01
5.757349360308185737e+01,2.153290537359220380e+01
-2.063238321794668906e+01,1.367338713164397390e+01
-2.870351778619923877e+01,7.386232185145959761e+01
4.589271088907578644e+01,1.450447457417785024e+01
-2.494662801670907015e+01,2.111513537744484026e+01
8.548988227940384377e+00,4.608795551832911030e+01
6.669278367096509896e+00,7.844394661404342628e+01
4.281359039512588538e+01,5.168991843449696688e+01
4.004788144071910949e+01,1.121219904096841731e+02
3.168349699052160418e+01,1.144406905591792594e+02
1.488419253240317630e+01,6.214408002241165718e+01
5.952462829935585376e+01,9.101124283768687917e+01
-3.583758417589329781e+01,6.456040931305604147e+01
-6.835388888155158327e+00,8.637682897430542539e+01
5.552351432746671378e+01,1.795965696757475527e+00
1.911757778027717336e+01,1.103544499776905496e+02
1.567609179494199623e+01,9.262326557911981695e+01
-4.690151031774263402e-01,8.154691470289021638e-01
-3.371545986825800867e+00,1.017744364476419747e+02
-1.581071150207271359e+01,1.153327387994593920e+02
4.097972852802755028e+01,5.420925693709328641e+00
9.721950209194162085e+00,4.039731652830729303e+01
-4.781822905874519591e+01,3.348452866428175412e+01
-4.433462753888206720e+01,6.752898159945051759e+01
-1.521852069825969522e+01,1.109367087888181835e+01
4.889280764572515636e+01,2.515347170060074689e+01
-2.293248857802562668e+01,8.184373294503627960e+01
2.704178783601072666e+01,2.377606940282110948e+00
3.509933128325582175e+01,4.733410258788970282e+01
4.597722453889900862e+01,8.396837807487750638e+01
-4.354113157576436777e+01,2.831494444056774995e+01
3.087259127153956229e-01,4.672575456098685720e+01
-1.268520837960362257e+01,1.352199665870316281e+01
-3.607689213277812712e+01,6.639079025725952476e+01
-3.083557247525157052e+01,9.070574072289051770e+00
3.166438593987582806e+01,1.189886029347513983e+02
-1.205126272803649812e+01,2.036080682654132090e+01
3.393503269775433751e+01,2.162186337244582646e+00
-5.665663014577975076e+01,1.101449437965328002e+02
1.008876739044313808e+01,2.339121485752521323e+01
-3.787930751188130785e+01,8.968840337150119524e+01
4.407673915668812015e+01,4.477793845951600815e+01
-5.888278606512906066e+01,4.961411767746359658e+01
-3.999112234117819753e+01,1.360636620764386961e+01
-6.194278904519798346e+00,4.833717078600079375e+00
3.386372785719046874e+01,6.567742154928910736e+01
-5.481883955723242252e+01,2.010880271861285706e+01
4.647238223556864511e+01,9.994539654172140786e+01
4.241906961713276303e+01,1.033384496033689004e+02
5.677188186440147888e+00,1.007363552480643776e+01
2.259472126211058196e+01,3.705542081271163823e+01
-1.715695434789586216e+01,2.545791519429121763e+01
-1.898289231444445591e+01,4.509023075861359331e+01
-1.116785853139867868e+01,1.078660130139571578e+02
-1.534676700292041573e+01,9.996017617005087175e+00
4.016514502446153756e+01,1.085619720719538961e+01
3.389063024922177192e+01,5.994834828594692766e+01
-2.697159070718262797e+01,1.549195396010727421e+00
7.603116558786595647e+00,7.332956722326012766e+01
5.800438006171191319e+01,1.152496533415568791e+02
-8.040384599181464864e-01,9.125295706047438671e+01
3.011906827093615391e+01,3.443132579612703381e+01
2.607262604692436980e+01,1.072221845239438238e+02
5.302594448930264548e+01,5.297228394094614146e+01
-3.555773615702727852e+01,3.661061305559770318e+01
2.295598783176394875e+00,7.852471461683035159e+01
4.559418847475092207e+01,7.086970182900294901e+01
-1.782408922999270828e+01,2.430690498932257526e+00
2.762709804558365079e+01,6.438508749199047543e+01
5.274923616209734689e+01,5.076632635863892062e+01
5.644696401492268478e-01,9.464303479290053644e+01
1.246113688003592301e+01,2.979857749983782611e+01
-2.968779536632550986e+01,7.589622097166814285e+01
4.589989273424053806e+01,1.164217996218078071e+02
3.108360279281656346e+01,5.451069480877625040e+01
3.584665753546741485e+01,1.040272707310250411e+02
-2.758186698171044071e+01,9.737018986196940773e+01
5.243344293703927406e+01,6.043057738209755314e+01
2.814145782174641397e+01,1.973080735919644368e+01
-1.595519337546473082e+01,1.208544871529232978e+01
-5.992955200623593726e+01,1.035050502930346852e+02
-2.295259007712780175e+01,4.819695526982131639e+01
4.549264465714249184e+01,8.800564628726664296e+01
3.098457786539773906e+01,3.405369837479254613e+01
4.744269642973890200e+01,9.680670866161641186e+01
-3.922329977114416266e+01,4.966049123966776335e+01
-5.824680266816385199e+01,7.195487754573009909e+01
1.331653931763237608e+01,6.652487655822258716e+01
4.127488031801178181e+00,3.553953734244952045e+01
2.015296443068052668e+01,2.064510095325964301e+00
-4.707694297317972598e+01,8.278668773152027427e+01
-1.349546168525021983e+01,1.188583592879289768e+02
2.300245749189073763e+01,1.856404199638405572e+01
-3.445651649784988990e+01,5.196310523269302450e+01
4.272306625159626492e+01,1.082187701034940090e+02
2.326098668777041212e+01,2.548513079743180398e+01
-4.824634434659623849e+01,1.113727724435662481e+00
1.474410343813616464e+00,2.937262735599080088e+01
-4.758630668464699198e+01,1.013315176111554479e+02
4.375701585537427718e+00,9.579230602571311692e+01
-4.776769022916022323e+01,8.882175388791395676e+01
-3.988870014662394681e+01,9.455870107859726659e+01
4.478485995465172209e+01,5.799891257849795068e+01
2.301190955825575202e+00,8.977098171081617295e+01
-2.488941413967722838e+01,3.621039780627388893e+01
3.561956382511156960e+01,9.437881103642078529e+01
-5.242410957564588614e+01,6.985821139679751468e+01
5.955030254542073465e+01,5.721422001791700751e+01
1.944637359538067756e+01,6.113746369104933187e+00
-3.535336008964419818e+01,2.528967587806445394e+01
7.219442506674212723e+00,9.546215122489122962e+01
-3.422204264733602486e+01,8.779997518048553218e+01
-5.708526801520467586e+01,7.428626519974005760e+01
5.198015694684912091e+00,6.991939704447465154e+00
4.751770661819101349e+01,1.138206508677317998e+02
-2.994983787960401855e+01,2.091319344001817271e+01
3.272729899287446642e+01,6.315298961607678052e+01
3.718071940537188880e+01,7.089852954498330462e+01
-4.922942419267872083e+01,1.176058519546916443e+02
1.343212599662261653e+01,7.665577631767290256e+01
1.080933202461012854e+01,3.340083240303081880e+01
5.028040776133981637e+01,4.895045705952097137e+01
-2.793140435117940967e+00,6.450515788631174807e+00
4.203653299341199556e+01,8.733701570815736659e+01
-4.810280638352519844e+01,4.212289565372581990e+01
3.901301074674178437e+01,1.026311951286054835e+02
-5.233776439190067720e+01,1.223423714615051594e+01
-5.791048337013127423e+01,2.532463635334483953e+01
-1.425390659323418419e+01,9.429699374267728729e+01
4.500871191751781453e+01,7.391192812363352971e+01
-1.879975237852147529e+01,6.464091435064351288e+01
-2.742829322478981169e+01,3.693113811052367623e+01
5.146708732379678963e+01,5.745947678065211051e+01
2.362191287823907260e+01,1.139632533679238335e+01
-5.975782893715748401e+01,6.826523255914790411e+01
3.033606622056447577e+01,1.127145436103572678e+02
3.393475056908430076e+01,6.300381195194443507e+01
-2.735049298238730842e+01,6.264468076538076247e+01
4.292758820827076249e+01,8.548991245111926673e+01
-2.093072758635949526e+01,8.622684869540692887e+01
7.486622966573747817e+00,1.250576163331539092e+01
5.770809499547794985e+01,3.314940563212508096e+01
-4.866948190634973059e+01,4.626503838011348790e+01
4.234873614812752862e+01,4.692542512623201212e+00
-5.167139177145529061e+00,5.355519809918371976e+01
-5.552714035741764320e+01,1.177709697135906310e+02
-2.756759475277506510e+01,5.440904627114220915e+01
4.058753303255268463e+01,7.186667828110191181e+01
5.502715475321241456e+01,1.129163404036619767e+01
-5.783954616996442155e+01,6.693869453177583750e+01
4.158981472687310088e+01,5.524863330534046924e+01
2.624351027789963098e+01,7.564898001958077600e+01
-4.094140055810021295e+01,2.363246713304366864e+01
3.943164461860004621e+01,4.057450089963990791e+01
3.652451188452953090e+01,1.842850185883769498e+01
-4.227550077004713813e+01,2.747672187308078939e+00
2.178917437596726359e+01,5.157979018792052273e+01
-4.833571103329734342e+01,2.194216900205421439e+01
5.725458942978237076e+01,4.876466801214025537e+00
4.445523957847632346e+01,5.210086093519344530e+01
-5.529087179559127208e+00,7.307006350399025507e+01
2.407450407350360422e+01,2.828072018793752918e+01
5.339469774691120563e+01,5.336875655032601173e+01
-1.530124975041854896e+01,9.072370125587504219e+01
1.389123708100544263e+01,3.663036942321263467e+01
3.426469006818807372e+01,5.970746358406173471e+01
4.600060899391674241e+01,4.810380371886067508e+01
4.288054648464972729e+01,3.167011542066903829e+01
-2.527710191900415282e+01,2.305784753547785115e+01
-3.147915181316029987e+01,7.793770768760843737e-01
-8.942584370699208307e+00,6.635884607266699220e+01
-2.360005206490782115e+01,4.943769266370003379e+01
4.899409567615921901e+01,8.843643057965746834e+01
-2.901729821432392242e+01,1.195167204204021942e+02
-4.688726453587237586e+01,3.574965843677681931e+01
-2.615040482919624765e+00,3.462978290207743726e+01
4.171718267613246667e+01,1.143973719616614915e+02
3.057910736812809205e+01,4.847305371985144262e+01
-1.075818960071981678e+01,5.205323846996912351e+01
-6.587952785994410476e+00,9.266846939152209472e+01
-3.137958521951535573e+01,3.869808154290121927e+00
-5.832874183828685233e+01,7.534876092684048565e+00
2.580097995675320988e+01,8.459311900626110514e+01
4.571202848375943972e+01,2.194743042498197738e+01
4.588091572635605075e+00,1.878710343884141309e+01
-1.443401301058364794e+01,3.283547525868082317e+01
-5.685670500539422534e+01,5.452115428374325745e+01
4.459956385774869148e+01,6.866537065001067219e+01
-5.726691952886996262e+01,6.107732641705743148e-01
-3.795528626698896346e+00,2.744933135735201901e+01
-1.842517532289725324e+01,4.661766847760890897e+01
-1.058967439549181222e+01,3.766503268447314667e+01
2.267680190713657851e+01,8.671470990057562744e+01
-3.279955174902679005e+01,2.002391042742008054e+01
4.182602489158348646e+01,5.865495026189400107e+01
1.175499971193602278e+01,6.310117190519042651e+01
5.012754943258779861e+01,7.898065203132929035e+00
-3.127231162482801352e+01,2.766636274742065282e+01
5.414943391877640977e+01,2.421561175307460090e+01
-3.942707521026463269e+01,7.547758032878056156e+01
3.452147502578473848e+01,6.257101084631506183e+01
5.718164329587203554e+01,2.196067743069050948e+01
-4.633833827246346715e+01,1.063644471443892030e+02
-6.039252771985083257e+00,9.293313544453798158e+01
-3.699410790238986380e+01,6.960759458979300973e+01
-3.464176183422999600e+00,6.556401790616230585e+01
-4.026714538229273188e+01,1.140134925337086429e+02
-2.854673120605557202e+01,8.385064067080915606e+01
-2.667032427862883992e+01,1.052454234099173647e+02
-1.049408962515784083e+00,1.103455341365081352e+02
2.864434020504043588e+01,6.153412687296664529e+01
3.378182118054304794e+00,1.172675238587025319e+02
-1.490082925837155869e+01,2.839357636306699106e+01
4.370425580932281662e+01,3.207775546857916282e+01
-4.098299832298522460e+00,1.194595870127331523e+02
4.894540627942549804e+01,3.581523968004796110e+00
-3.046075726123721239e+01,4.294138571274645244e+01
-2.319781683338839429e+01,1.149271657426173903e+02
-2.413863907472734383e+01,7.469694717217019786e+01
-3.124843000653150682e+00,4.307866013498751201e-01
-1.707385705307940782e+01,1.014451992298621263e+01
5.052449155708806927e+01,5.438067960897611641e+01
5.561934199092148390e+01,7.212993456454972829e+01
-4.974721038611967572e+01,6.231183110591675955e-01
1.128555545474141297e+01,2.298514250341039755e+01
-1.574584087638478991e+01,4.829158932741404442e+01
-3.871822545631985690e+01,3.017864010065078517e+01
3.817902970462503731e+01,6.124097613365668735e+01
-1.573224918386019766e+01,1.020536951871324902e+02
-5.785940508110198266e+01,4.630087113805397792e+01
5.202135387612229067e+01,3.326784302004837457e+01
-1.321067942080497204e+01,3.937704458012498066e+01
-5.202372260629903167e+01,1.120938990862839546e+01
5.507731123378111704e+01,5.715234559218851018e+01
1.533066060237528916e+01,6.891020256975461677e+01
4.314113234927727092e+01,8.012612105167671928e+01
3.564317033506446819e+01,8.496047970202495492e+01
3.802177292834952027e+01,5.760431028202025061e+01
2.159919875344607476e+01,8.836005906856306069e+01
4.707922212660285766e+01,9.737687267394311164e+01
-2.329824572521928161e+01,1.160652589419379268e+02
2.546060517208148610e+01,7.028948778381230511e+01
5.224125889237340914e+01,6.130307473189028400e+01
4.922452843577883641e+01,3.355807189795009293e+01
2.028125421368089576e+01,1.139186513054603154e+02
9.519190739912374966e+00,2.441461803356845905e+01
-3.996169691930478507e+01,7.069640145651927554e+00
-1.502706864681697851e+01,2.918734902607335258e+01
1.122227555155828327e+01,2.349734692522700286e+01
